,filename,dimensionality,noise,snr,cnr,psnr,ssim,mi,reflection_err,EVR,msk_vol,spc0,spc1,spc2,org0,org1,org2,dimx,dimy,dimz,dimt,slice,modality,mriseries,mrimfg,mrimodel,mriMagneticFieldStrength,mriSAR,mriPixelBandwidth,mriPixelBandwidthPE,dti_bvalueMax,dti_bvecnorm,ol_loop,ol_lof,ol_lof_decision
24,NNL_1001-0329_run-001_perf_000,4,0.028812297,6.806906,6.0720553,23.648791313171387,0.8717044236687538,-0.7894759545367934,0.023272695,0.546875,2314701.5625,1.875,1.875,4.0,-121.35595703125,95.00091552734376,-64.79322052001953,105,128,36,25,0,perf,,Siemens,Prisma_fit,3,0.451121,2440,,,,0.1481383077782431,0.02339995408043743,0.0
25,NNL_1001-0330_run-001_perf_000,4,0.03532903,8.026056,7.484841,26.512930393218998,0.9420175857261632,-0.9930305797033636,0.040488005,0.474609375,2897592.1875,1.875,1.875,4.0,-120.0,98.125,-11.140750885009766,108,128,36,25,0,perf,,Siemens,Prisma_fit,3,0.50691,2440,,,,0.6993323334337475,0.26722048760063977,1.0
26,NNL_1001-0331_run-001_perf_000,4,0.033560403,7.6197004,6.9718523,22.58725881576538,0.8716046373461799,-0.8397446751324213,0.048229937,0.517578125,3035432.8125,1.875,1.875,4.0,-127.4576416015625,91.89068603515624,-12.439254760742188,118,128,36,25,0,perf,,Siemens,Prisma_fit,3,0.606659,2440,,,,0.5082451325633995,0.5195976416600462,1.0
27,NNL_1001-0332_run-001_perf_000,4,0.03145121,7.064686,6.4065523,23.76664161682129,0.8791260311845798,-0.83324008148702,0.028937409,0.40234375,2271107.8125,1.875,1.875,4.0,-120.607666015625,103.8939208984375,-66.31173706054688,99,116,36,25,0,perf,,Siemens,Prisma_fit,3,0.351566,2440,,,,0.0,0.02876645558009936,0.0
28,NNL_1001-0333_run-001_perf_000,4,0.032088704,7.07708,6.402514,22.99398899078369,0.8555049400609752,-0.7939057495125156,0.040097263,0.404296875,2284959.375,1.875,1.875,4.0,-122.71185302734376,97.14630126953124,-17.964824676513672,101,118,36,25,0,perf,,Siemens,Prisma_fit,3,0.583407,2440,,,,0.07486230940067577,0.022465497422933068,0.0
29,NNL_1001-0334_run-001_perf_000,4,0.028248766,6.581589,5.8044066,22.38478660583496,0.8020167315608709,-0.7184014319123192,0.028412944,0.556640625,1996903.125,1.875,1.875,4.0,-127.49749755859376,105.59375,-49.8375358581543,98,121,36,25,0,perf,,Siemens,Prisma_fit,3,0.48702,2440,,,,0.060315314442777726,0.029889853329997208,0.0
30,NNL_1001-0335_run-001_perf_000,4,0.032752804,7.184305,6.4696355,20.92243194580078,0.8309622993560896,-0.81414367554843,0.037409384,0.455078125,2192526.5625,1.875,1.875,4.0,-127.07421875,108.66253662109376,-94.4067840576172,105,113,36,25,0,perf,,Siemens,Prisma_fit,3,0.367656,2440,,,,0.07587107268738817,0.031428399195851,0.0
31,NNL_1001-0336_run-001_perf_000,4,0.030897265,7.8494263,7.133908,22.39766836166382,0.8507033313082436,-0.7769722098827089,0.040070433,0.384765625,2235628.125,1.875,1.875,4.0,-122.03387451171876,116.2882080078125,-27.414268493652344,98,114,36,25,0,perf,,Siemens,Prisma_fit,3,0.39532,2440,,,,0.17323175709194347,0.02220897057815964,0.0
32,NNL_1001-0337_run-001_perf_000,4,0.030244729,6.656655,6.0382895,25.375986099243164,0.907981863417854,-0.8966389957517571,0.02261288,0.494140625,2597315.625,1.875,1.875,4.0,-124.74578857421876,101.580810546875,-52.04290008544922,107,124,36,25,0,perf,,Siemens,Prisma_fit,3,0.548451,2440,,,,0.32872670310233015,0.01846003553778205,0.0
33,NNL_1001-0339_run-001_perf_000,4,0.033811912,7.8645597,7.228711,22.891337871551517,0.8785513544493244,-0.8822533620165747,0.021642586,0.388671875,2226023.4375,1.875,1.875,4.0,-126.6016845703125,110.5220947265625,-78.67796325683594,95,114,36,25,0,perf,,Siemens,Prisma_fit,3,0.337396,2440,,,,0.24974284487853263,0.015963119291768278,0.0
